image_name,row,col,building_count
gee_image_row8_col27.png,8,27,0
gee_image_row8_col28.png,8,28,0
gee_image_row8_col29.png,8,29,0
gee_image_row8_col3.png,8,3,0
gee_image_row8_col30.png,8,30,0
gee_image_row8_col4.png,8,4,0
gee_image_row8_col5.png,8,5,0
gee_image_row8_col6.png,8,6,0
gee_image_row8_col7.png,8,7,2
gee_image_row8_col8.png,8,8,21
gee_image_row8_col9.png,8,9,12
gee_image_row9_col0.png,9,0,0
gee_image_row9_col1.png,9,1,0
gee_image_row9_col10.png,9,10,2
gee_image_row9_col11.png,9,11,0
gee_image_row9_col12.png,9,12,6
gee_image_row9_col13.png,9,13,14
gee_image_row9_col14.png,9,14,19
gee_image_row9_col15.png,9,15,19
gee_image_row9_col16.png,9,16,12
gee_image_row9_col17.png,9,17,11
gee_image_row9_col18.png,9,18,7
gee_image_row9_col19.png,9,19,3
gee_image_row9_col2.png,9,2,0
gee_image_row9_col20.png,9,20,17
gee_image_row9_col21.png,9,21,17
gee_image_row9_col22.png,9,22,13
gee_image_row9_col23.png,9,23,21
gee_image_row9_col24.png,9,24,24
gee_image_row9_col25.png,9,25,0
gee_image_row9_col26.png,9,26,0
gee_image_row9_col27.png,9,27,0
gee_image_row9_col28.png,9,28,0
gee_image_row9_col29.png,9,29,0
gee_image_row9_col3.png,9,3,0
gee_image_row9_col30.png,9,30,0
gee_image_row9_col4.png,9,4,0
gee_image_row9_col5.png,9,5,0
gee_image_row9_col6.png,9,6,0
gee_image_row9_col7.png,9,7,2
gee_image_row9_col8.png,9,8,0
gee_image_row9_col9.png,9,9,4
